Estacion AMB NORMAL;;;Sensor IOT (PROM);;;
Fecha;Hora;Valor;Fecha;Hora;Valor;
9/08/2019;20:00:00;23,2;9/08/2019;20:02:49;33,83333206176750;
9/08/2019;21:00:00;24,8;9/08/2019;21:03:00;32,25000000000000;
9/08/2019;22:00:00;25,3;9/08/2019;22:02:50;31,41666603088370;
9/08/2019;23:00:00;25,2;9/08/2019;23:02:49;33,08333587646480;
10/08/2019;0:00:00;24,1;10/08/2019;0:02:49;34,83333587646480;
10/08/2019;1:00:00;25,1;10/08/2019;1:02:49;37,41666793823240;
10/08/2019;2:00:00;25,8;10/08/2019;2:02:49;35,24999618530270;
10/08/2019;3:00:00;21,6;10/08/2019;3:02:49;31,99999809265130;
10/08/2019;4:00:00;18,5;10/08/2019;4:03:01;34,00000000000000;
10/08/2019;5:00:00;22,9;10/08/2019;5:02:49;32,66666793823240;
10/08/2019;6:00:00;28,8;10/08/2019;6:03:00;31,83333396911620;
10/08/2019;7:00:00;23,8;10/08/2019;7:02:50;28,83333396911620;
10/08/2019;8:00:00;22,5;10/08/2019;8:02:49;34,49999618530270;
10/08/2019;9:00:00;19,5;10/08/2019;9:02:49;36,33333206176750;
10/08/2019;10:00:00;19,6;10/08/2019;10:02:49;33,16666793823240;
10/08/2019;11:00:00;18,6;10/08/2019;11:02:49;26,75000190734860;
10/08/2019;12:00:00;18,7;10/08/2019;12:02:49;24,25000000000000;
10/08/2019;13:00:00;15,4;10/08/2019;13:03:00;27,91666603088370;
10/08/2019;14:00:00;16,6;10/08/2019;14:02:50;23,50000000000000;
10/08/2019;15:00:00;17,8;10/08/2019;15:02:49;24,08333206176750;
10/08/2019;16:00:00;17;10/08/2019;16:02:49;21,16666793823240;
10/08/2019;17:00:00;19,5;10/08/2019;17:02:49;24,58333396911620;
10/08/2019;18:00:00;19;10/08/2019;18:02:49;23,25000000000000;
10/08/2019;19:00:00;18,8;10/08/2019;19:02:49;21,50000000000000;
10/08/2019;20:00:00;13,1;10/08/2019;20:02:49;27,33333206176750;
10/08/2019;21:00:00;15;10/08/2019;21:02:49;25,08333396911620;
10/08/2019;22:00:00;15,7;10/08/2019;22:02:49;28,66666603088370;
10/08/2019;23:00:00;17,9;10/08/2019;23:02:49;11,66666793823240;
11/08/2019;0:00:00;15,4;11/08/2019;0:02:49;18,41666603088370;
11/08/2019;1:00:00;8,9;11/08/2019;1:02:49;21,50000000000000;
11/08/2019;2:00:00;13,3;11/08/2019;2:02:49;26,16666603088370;
11/08/2019;3:00:00;14,2;11/08/2019;3:02:49;15,33333396911620;
11/08/2019;4:00:00;14,1;11/08/2019;4:03:01;8,33333396911621;
11/08/2019;5:00:00;13,6;11/08/2019;5:02:49;17,66666603088370;
11/08/2019;6:00:00;15,7;11/08/2019;6:02:49;20,66666793823240;
11/08/2019;7:00:00;14;11/08/2019;7:02:49;19,41666603088370;
11/08/2019;8:00:00;12,6;11/08/2019;8:02:49;16,83333206176750;
11/08/2019;9:00:00;13,5;11/08/2019;9:02:49;19,50000000000000;
11/08/2019;10:00:00;13,7;11/08/2019;10:02:49;15,75000095367430;
11/08/2019;11:00:00;14,6;11/08/2019;11:02:49;16,91666793823240;
11/08/2019;12:00:00;14,9;11/08/2019;12:02:49;15,08333206176750;
11/08/2019;13:00:00;16,1;11/08/2019;13:02:49;20,91666412353510;
11/08/2019;14:00:00;14,2;11/08/2019;14:03:00;16,16666603088370;
11/08/2019;15:00:00;15;11/08/2019;15:02:50;19,58333396911620;
11/08/2019;16:00:00;6,7;11/08/2019;16:02:49;21,00000190734860;
11/08/2019;17:00:00;4,7;11/08/2019;17:02:49;18,58333396911620;
11/08/2019;18:00:00;5,5;11/08/2019;18:02:49;21,83333396911620;
11/08/2019;19:00:00;7,5;11/08/2019;19:02:59;3,25000000000000;
11/08/2019;20:00:00;6,8;11/08/2019;20:02:50;8,50000095367431;
11/08/2019;21:00:00;5,5;11/08/2019;21:02:50;6,50000047683715;
11/08/2019;22:00:00;6,9;11/08/2019;22:02:50;2,41666674613952;
11/08/2019;23:00:00;5,2;11/08/2019;23:02:50;5,08333349227905;
12/08/2019;0:00:00;6;12/08/2019;0:03:00;2,50000000000000;
12/08/2019;1:00:00;6,1;12/08/2019;1:02:50;2,91666674613952;
12/08/2019;2:00:00;5,7;12/08/2019;2:02:50;4,41666698455810;
12/08/2019;3:00:00;6;12/08/2019;3:02:50;3,58333325386047;
12/08/2019;4:00:00;5,9;12/08/2019;4:03:01;4,16666698455810;
12/08/2019;5:00:00;14,7;12/08/2019;5:02:50;3,50000000000000;
12/08/2019;6:00:00;13,6;12/08/2019;6:02:50;30,66666603088370;
12/08/2019;7:00:00;12,6;12/08/2019;7:03:00;21,00000190734860;
12/08/2019;8:00:00;11,9;12/08/2019;8:02:51;12,91666698455810;
12/08/2019;9:00:00;9;12/08/2019;9:02:50;11,83333301544180;
12/08/2019;10:00:00;9,7;12/08/2019;10:02:50;6,91666698455810;
12/08/2019;11:00:00;9,9;12/08/2019;11:02:50;7,91666698455810;
12/08/2019;12:00:00;8,7;12/08/2019;12:02:50;16,08333396911620;
12/08/2019;13:00:00;8,7;12/08/2019;13:02:50;8,08333396911621;
12/08/2019;14:00:00;8,6;12/08/2019;14:02:50;7,58333349227905;
12/08/2019;15:00:00;9,2;12/08/2019;15:03:00;10,66666603088370;
12/08/2019;16:00:00;11,1;12/08/2019;16:02:51;8,41666603088378;
12/08/2019;17:00:00;12,4;12/08/2019;17:02:50;12,58333206176750;
12/08/2019;18:00:00;14,5;12/08/2019;18:02:50;17,58333206176750;
12/08/2019;19:00:00;17,7;12/08/2019;19:02:50;21,25000000000000;
12/08/2019;20:00:00;17,7;12/08/2019;20:02:50;21,75000000000000;
12/08/2019;21:00:00;14,1;12/08/2019;21:02:50;22,66666603088370;
12/08/2019;22:00:00;14,6;12/08/2019;22:02:50;16,41666793823240;
12/08/2019;23:00:00;13,8;12/08/2019;23:03:00;13,83333396911620;
13/08/2019;0:00:00;15,9;13/08/2019;0:02:51;17,08333396911620;
13/08/2019;1:00:00;13,3;13/08/2019;1:02:50;21,91666603088370;
13/08/2019;2:00:00;11,7;13/08/2019;2:02:50;17,66666793823240;
13/08/2019;3:00:00;8,1;13/08/2019;3:03:00;13,66666698455810;
13/08/2019;4:00:00;9,1;13/08/2019;4:03:00;7,16666650772094;
13/08/2019;5:00:00;11,3;13/08/2019;5:02:50;9,83333301544189;
13/08/2019;6:00:00;13,7;13/08/2019;6:02:50;14,41666698455810;
13/08/2019;7:00:00;16,1;13/08/2019;7:03:00;13,66666603088370;
13/08/2019;8:00:00;12,4;13/08/2019;8:02:51;21,41666603088370;
13/08/2019;9:00:00;10,1;13/08/2019;9:02:50;17,00000000000000;
13/08/2019;10:00:00;12,7;13/08/2019;10:02:50;9,58333396911621;
13/08/2019;11:00:00;12,2;13/08/2019;11:02:50;19,58333206176750;
13/08/2019;12:00:00;12,7;13/08/2019;12:02:50;13,41666698455810;
13/08/2019;13:00:00;14,4;13/08/2019;13:02:50;15,66666793823240;
13/08/2019;14:00:00;12,7;13/08/2019;14:02:50;19,83333396911620;
13/08/2019;15:00:00;12,4;13/08/2019;15:02:50;15,00000095367430;
13/08/2019;16:00:00;13,1;13/08/2019;16:02:50;18,00000000000000;
13/08/2019;17:00:00;16,8;13/08/2019;17:02:50;14,66666698455810;
13/08/2019;18:00:00;12,7;13/08/2019;18:03:00;21,33333396911620;
13/08/2019;19:00:00;16,2;13/08/2019;19:02:51;13,83333206176750;
13/08/2019;20:00:00;16,8;13/08/2019;20:02:50;20,66666793823240;
13/08/2019;21:00:00;13,6;13/08/2019;21:02:50;21,16666603088370;
13/08/2019;22:00:00;13,7;13/08/2019;22:02:50;16,08333206176750;
13/08/2019;23:00:00;15,6;13/08/2019;23:02:50;18,16666603088370;
14/08/2019;0:00:00;12,8;14/08/2019;0:02:50;24,66666603088370;
14/08/2019;1:00:00;14,3;14/08/2019;1:02:50;15,41666603088370;
14/08/2019;2:00:00;13,4;14/08/2019;2:02:50;17,08333206176750;
14/08/2019;3:00:00;12,1;14/08/2019;3:02:50;18,00000000000000;
14/08/2019;4:00:00;13,2;14/08/2019;4:03:00;16,16666603088370;
14/08/2019;5:00:00;18,2;14/08/2019;5:02:49;20,08333206176750;
14/08/2019;6:00:00;19,8;14/08/2019;6:02:50;29,49999809265130;
14/08/2019;7:00:00;20,1;14/08/2019;7:02:50;28,91666793823240;
14/08/2019;8:00:00;20;14/08/2019;8:02:50;18,41666603088370;
14/08/2019;9:00:00;21,8;14/08/2019;9:02:50;29,66666793823240;
14/08/2019;10:00:00;13,3;14/08/2019;10:02:50;34,08333206176750;
14/08/2019;11:00:00;13,6;14/08/2019;11:02:50;13,50000000000000;
14/08/2019;12:00:00;12,2;14/08/2019;12:02:50;17,83333396911620;
14/08/2019;13:00:00;12,2;14/08/2019;13:02:50;10,66666603088370;
14/08/2019;14:00:00;9,2;14/08/2019;14:02:50;11,91666698455810;
14/08/2019;15:00:00;9,3;14/08/2019;15:02:50;10,83333301544180;
14/08/2019;16:00:00;13,9;14/08/2019;16:02:50;12,33333301544180;
14/08/2019;17:00:00;12,5;14/08/2019;17:02:50;18,74999809265130;
14/08/2019;18:00:00;18,1;14/08/2019;18:02:50;15,24999904632560;
14/08/2019;19:00:00;16,1;14/08/2019;19:02:50;20,83333396911620;
14/08/2019;20:00:00;13,7;14/08/2019;20:02:50;19,91666603088370;
14/08/2019;21:00:00;14,5;14/08/2019;21:02:50;22,00000000000000;
14/08/2019;22:00:00;13,2;14/08/2019;22:02:50;13,33333301544180;
14/08/2019;23:00:00;8,9;14/08/2019;23:02:50;13,25000000000000;
15/08/2019;0:00:00;7,3;15/08/2019;0:02:50;8,75000000000000;
15/08/2019;1:00:00;10,6;15/08/2019;1:02:50;6,41666650772094;
15/08/2019;2:00:00;8;15/08/2019;2:02:50;12,75000000000000;
15/08/2019;3:00:00;9,1;15/08/2019;3:02:50;6,50000000000000;
15/08/2019;4:00:00;10,9;15/08/2019;4:03:01;10,75000000000000;
15/08/2019;5:00:00;13,8;15/08/2019;5:02:49;10,66666698455810;
15/08/2019;6:00:00;16,2;15/08/2019;6:02:49;13,66666698455810;
15/08/2019;7:00:00;15,3;15/08/2019;7:02:49;20,41666603088370;
15/08/2019;8:00:00;18,1;15/08/2019;8:02:49;12,91666698455810;
15/08/2019;9:00:00;24,1;15/08/2019;9:02:49;27,50000000000000;
15/08/2019;10:00:00;13,7;15/08/2019;10:02:49;34,66666793823240;
15/08/2019;11:00:00;10,1;15/08/2019;11:02:49;14,99999904632560;
15/08/2019;12:00:00;9,3;15/08/2019;12:02:49;9,91666603088378;
15/08/2019;13:00:00;8,7;15/08/2019;13:02:49;7,33333301544189;
15/08/2019;14:00:00;9,8;15/08/2019;14:02:49;6,50000000000000;
15/08/2019;15:00:00;11,7;15/08/2019;15:03:00;17,75000000000000;
15/08/2019;16:00:00;16;15/08/2019;16:02:50;16,00000000000000;
15/08/2019;17:00:00;16,5;15/08/2019;17:02:49;18,41666793823240;
15/08/2019;18:00:00;15,7;15/08/2019;18:02:49;22,16666793823240;
15/08/2019;19:00:00;12,7;15/08/2019;19:02:49;19,50000190734860;
15/08/2019;20:00:00;14,4;15/08/2019;20:02:49;17,58333206176750;
15/08/2019;21:00:00;16,7;15/08/2019;21:02:49;19,41666603088370;
15/08/2019;22:00:00;13,9;15/08/2019;22:02:49;26,91666603088370;
15/08/2019;23:00:00;15,1;15/08/2019;23:02:49;17,08333206176750;
16/08/2019;0:00:00;13,1;16/08/2019;0:02:49;19,91666603088370;
16/08/2019;1:00:00;10,8;16/08/2019;1:02:49;16,00000000000000;
16/08/2019;2:00:00;11,8;16/08/2019;2:02:49;12,41666698455810;
16/08/2019;3:00:00;13,5;16/08/2019;3:02:49;15,58333301544180;
16/08/2019;4:00:00;15,8;16/08/2019;4:03:00;16,00000000000000;
16/08/2019;5:00:00;19,5;16/08/2019;5:02:50;24,16666793823240;
16/08/2019;6:00:00;21,2;16/08/2019;6:03:00;26,74999809265130;
16/08/2019;7:00:00;27,3;16/08/2019;7:02:51;38,33333206176750;
16/08/2019;8:00:00;21,7;16/08/2019;8:02:50;42,91666793823240;
16/08/2019;9:00:00;19,2;16/08/2019;9:02:50;37,08333587646480;
16/08/2019;10:00:00;16,1;16/08/2019;10:03:00;32,66666412353510;
16/08/2019;11:00:00;15;16/08/2019;11:02:51;26,08333396911620;
16/08/2019;12:00:00;14,2;16/08/2019;12:02:50;22,08333206176750;
16/08/2019;13:00:00;15,2;16/08/2019;13:02:50;18,74999809265130;
16/08/2019;14:00:00;13,9;16/08/2019;14:02:50;15,66666603088370;
16/08/2019;15:00:00;19;16/08/2019;15:02:50;19,08333206176750;
16/08/2019;16:00:00;22,1;16/08/2019;16:02:50;24,33333206176750;
16/08/2019;17:00:00;19,1;16/08/2019;17:02:50;32,33333206176750;
16/08/2019;18:00:00;18;16/08/2019;18:02:50;25,58333396911620;
16/08/2019;19:00:00;13,9;16/08/2019;19:02:50;26,91666412353510;
16/08/2019;20:00:00;13,7;16/08/2019;20:02:50;16,33333396911620;
16/08/2019;21:00:00;16,7;16/08/2019;21:02:50;19,00000000000000;
16/08/2019;22:00:00;16,8;16/08/2019;22:02:50;22,91666603088370;
16/08/2019;23:00:00;12,4;16/08/2019;23:02:50;26,16666603088370;
17/08/2019;0:00:00;4,7;17/08/2019;0:02:50;15,00000095367430;
17/08/2019;1:00:00;6,4;17/08/2019;1:02:50;3,08333349227905;
17/08/2019;2:00:00;6,8;17/08/2019;2:02:50;7,41666650772094;
17/08/2019;3:00:00;9,3;17/08/2019;3:02:50;6,66666698455810;
17/08/2019;4:00:00;10,2;17/08/2019;4:03:01;12,24999904632560;
17/08/2019;5:00:00;14,2;17/08/2019;5:02:49;11,41666698455810;
17/08/2019;6:00:00;14,4;17/08/2019;6:02:49;20,49999809265130;
17/08/2019;7:00:00;20;17/08/2019;7:03:00;18,58333396911620;
17/08/2019;8:00:00;22,7;17/08/2019;8:02:50;38,16666412353510;
17/08/2019;9:00:00;22,4;17/08/2019;9:02:49;39,08333206176750;
17/08/2019;10:00:00;20,3;17/08/2019;10:02:49;33,00000000000000;
17/08/2019;11:00:00;18,4;17/08/2019;11:02:49;30,50000000000000;
17/08/2019;12:00:00;20,1;17/08/2019;12:02:49;27,91666603088370;
17/08/2019;13:00:00;21,2;17/08/2019;13:02:49;27,08333396911620;
17/08/2019;14:00:00;21,8;17/08/2019;14:02:49;33,25000000000000;
17/08/2019;15:00:00;19,6;17/08/2019;15:02:49;28,08333396911620;
17/08/2019;16:00:00;18,4;17/08/2019;16:02:49;29,25000000000000;
17/08/2019;17:00:00;21,1;17/08/2019;17:02:49;27,08333587646480;
17/08/2019;18:00:00;20,3;17/08/2019;18:02:49;31,50000000000000;
17/08/2019;19:00:00;20;17/08/2019;19:02:49;28,16666412353510;
17/08/2019;20:00:00;21,7;17/08/2019;20:02:49;26,75000000000000;
17/08/2019;21:00:00;26;17/08/2019;21:02:49;30,24999809265130;
17/08/2019;22:00:00;29;17/08/2019;22:02:49;34,83333206176750;
17/08/2019;23:00:00;25,6;17/08/2019;23:02:49;38,91666412353510;
18/08/2019;0:00:00;24,9;18/08/2019;0:02:49;36,00000000000000;
18/08/2019;1:00:00;25,5;18/08/2019;1:02:49;35,50000000000000;
18/08/2019;2:00:00;26,7;18/08/2019;2:02:49;35,91666412353510;
18/08/2019;3:00:00;26,1;18/08/2019;3:02:49;37,25000000000000;
18/08/2019;4:00:00;24,3;18/08/2019;4:03:00;35,33333206176750;
18/08/2019;5:00:00;25,2;18/08/2019;5:02:49;36,00000381469720;
18/08/2019;6:00:00;23,8;18/08/2019;6:02:49;36,25000000000000;
18/08/2019;7:00:00;27,8;18/08/2019;7:02:49;32,91666793823240;
18/08/2019;8:00:00;24,5;18/08/2019;8:02:49;39,08333206176750;
18/08/2019;9:00:00;27,9;18/08/2019;9:02:49;35,16666793823240;
18/08/2019;10:00:00;25,2;18/08/2019;10:02:49;37,83333587646480;
18/08/2019;11:00:00;23,2;18/08/2019;11:02:49;34,83333587646480;
18/08/2019;12:00:00;22,4;18/08/2019;12:02:49;31,58333206176750;
18/08/2019;13:00:00;21,7;18/08/2019;13:02:49;31,41666793823240;
18/08/2019;14:00:00;17,1;18/08/2019;14:02:49;28,75000000000000;
18/08/2019;15:00:00;17;18/08/2019;15:02:49;23,83333396911620;
18/08/2019;16:00:00;19,5;18/08/2019;16:02:49;23,83333396911620;
18/08/2019;17:00:00;9,4;18/08/2019;17:02:49;21,00000000000000;
18/08/2019;18:00:00;14,4;18/08/2019;18:02:49;10,08333396911620;
18/08/2019;19:00:00;14,4;18/08/2019;19:03:00;14,00000095367430;
18/08/2019;20:00:00;13;18/08/2019;20:02:50;18,83333206176750;
18/08/2019;21:00:00;9,4;18/08/2019;21:02:49;16,41666603088370;
18/08/2019;22:00:00;8,6;18/08/2019;22:02:49;7,33333349227905;
18/08/2019;23:00:00;10,4;18/08/2019;23:02:49;8,75000000000000;
19/08/2019;0:00:00;10,6;19/08/2019;0:02:49;11,91666698455810;
19/08/2019;1:00:00;10,1;19/08/2019;1:02:49;11,58333396911620;
19/08/2019;2:00:00;10,2;19/08/2019;2:02:49;11,08333396911620;
19/08/2019;3:00:00;10,9;19/08/2019;3:02:49;11,99999904632560;
19/08/2019;4:00:00;8,5;19/08/2019;4:03:00;12,75000000000000;
19/08/2019;5:00:00;7,1;19/08/2019;5:02:49;7,66666698455810;
19/08/2019;6:00:00;7,8;19/08/2019;6:02:50;7,08333301544189;
19/08/2019;7:00:00;8,6;19/08/2019;7:02:50;6,91666698455810;
19/08/2019;8:00:00;10;19/08/2019;8:02:50;9,25000000000000;
19/08/2019;9:00:00;11,3;19/08/2019;9:02:50;10,99999904632560;
19/08/2019;10:00:00;10,5;19/08/2019;10:02:50;15,74999904632560;
19/08/2019;11:00:00;9,8;19/08/2019;11:03:00;9,91666603088378;
19/08/2019;12:00:00;11,8;19/08/2019;12:02:50;11,25000000000000;
19/08/2019;13:00:00;13,2;19/08/2019;13:02:50;14,00000000000000;
19/08/2019;14:00:00;11,9;19/08/2019;14:02:50;17,83333396911620;
19/08/2019;15:00:00;5,4;19/08/2019;15:03:00;21,41666603088370;
19/08/2019;16:00:00;8,4;19/08/2019;16:02:50;1,41666662693023;
19/08/2019;17:00:00;10;19/08/2019;17:02:50;9,91666603088378;
19/08/2019;18:00:00;7,5;19/08/2019;18:02:50;9,91666603088378;
19/08/2019;19:00:00;11,5;19/08/2019;19:02:50;4,16666698455810;
19/08/2019;20:00:00;10,4;19/08/2019;20:03:00;9,25000000000000;
19/08/2019;21:00:00;10,8;19/08/2019;21:02:50;14,66666698455810;
19/08/2019;22:00:00;9,2;19/08/2019;22:02:50;10,25000000000000;
19/08/2019;23:00:00;8,2;19/08/2019;23:02:50;7,91666698455810;
20/08/2019;0:00:00;8,8;20/08/2019;0:02:50;6,66666650772094;
20/08/2019;1:00:00;6,5;20/08/2019;1:02:50;9,66666603088378;
20/08/2019;2:00:00;8,4;20/08/2019;2:02:50;5,08333349227905;
20/08/2019;3:00:00;9,1;20/08/2019;3:02:50;9,24999904632568;
20/08/2019;4:00:00;8,2;20/08/2019;4:03:00;8,25000000000000;
20/08/2019;5:00:00;10,5;20/08/2019;5:02:50;5,08333301544189;
20/08/2019;6:00:00;17;20/08/2019;6:02:50;8,00000000000000;
20/08/2019;7:00:00;18,1;20/08/2019;7:03:00;22,50000000000000;
20/08/2019;8:00:00;16,1;20/08/2019;8:02:50;25,83333396911620;
20/08/2019;9:00:00;12,6;20/08/2019;9:02:50;20,24999809265130;
20/08/2019;10:00:00;12,2;20/08/2019;10:03:00;12,41666507720940;
20/08/2019;11:00:00;16,9;20/08/2019;11:02:50;8,00000000000000;
20/08/2019;12:00:00;19,5;20/08/2019;12:02:50;16,58333396911620;
20/08/2019;13:00:00;15;20/08/2019;13:02:50;22,83333396911620;
20/08/2019;14:00:00;17;20/08/2019;14:03:00;16,83333396911620;
20/08/2019;15:00:00;19,4;20/08/2019;15:02:50;23,41666603088370;
20/08/2019;16:00:00;21,8;20/08/2019;16:02:50;24,25000000000000;
20/08/2019;17:00:00;26,4;20/08/2019;17:02:50;30,16666603088370;
20/08/2019;18:00:00;30,1;20/08/2019;18:02:50;35,50000000000000;
20/08/2019;19:00:00;23,6;20/08/2019;19:02:50;33,00000381469720;
20/08/2019;20:00:00;27,2;20/08/2019;20:02:50;35,50000000000000;
20/08/2019;21:00:00;25,8;20/08/2019;21:02:50;34,08333206176750;
20/08/2019;22:00:00;21,4;20/08/2019;22:02:50;31,16666412353510;
20/08/2019;23:00:00;17,3;20/08/2019;23:02:50;27,08333206176750;
21/08/2019;0:00:00;17,8;21/08/2019;0:03:00;21,16666603088370;
21/08/2019;1:00:00;13,8;21/08/2019;1:02:50;21,50000000000000;
21/08/2019;2:00:00;14,8;21/08/2019;2:02:50;14,41666698455810;
21/08/2019;3:00:00;14,9;21/08/2019;3:02:50;16,83333206176750;
21/08/2019;4:00:00;18,1;21/08/2019;4:03:01;13,00000095367430;
21/08/2019;5:00:00;21,2;21/08/2019;5:02:49;29,16666603088370;
21/08/2019;6:00:00;17,2;21/08/2019;6:02:49;31,83333587646480;
21/08/2019;7:00:00;13,4;21/08/2019;7:02:49;12,99999904632560;
21/08/2019;8:00:00;11,5;21/08/2019;8:02:49;19,75000190734860;
21/08/2019;9:00:00;10,8;21/08/2019;9:02:49;9,83333396911621;
21/08/2019;10:00:00;9,8;21/08/2019;10:02:49;2,99999976158142;
21/08/2019;11:00:00;11,1;21/08/2019;11:02:49;9,00000000000000;
21/08/2019;12:00:00;12;21/08/2019;12:02:49;16,00000000000000;
21/08/2019;13:00:00;19,9;21/08/2019;13:02:49;12,50000000000000;
21/08/2019;14:00:00;50,2;21/08/2019;14:03:00;29,66666793823240;
21/08/2019;15:00:00;31,8;21/08/2019;15:02:50;52,08333206176750;
21/08/2019;16:00:00;23;21/08/2019;16:02:49;31,83333206176750;
21/08/2019;17:00:00;20,1;21/08/2019;17:02:49;28,16666603088370;
21/08/2019;18:00:00;23,7;21/08/2019;18:02:49;25,00000000000000;
21/08/2019;19:00:00;20,7;21/08/2019;19:03:00;28,58333587646480;
21/08/2019;20:00:00;24,1;21/08/2019;20:02:50;24,33333396911620;
21/08/2019;21:00:00;25,1;21/08/2019;21:02:49;31,08333015441890;
21/08/2019;22:00:00;24;21/08/2019;22:02:49;29,00000190734860;
21/08/2019;23:00:00;25,1;21/08/2019;23:02:49;29,58333206176750;
22/08/2019;0:00:00;25,7;22/08/2019;0:03:00;32,58333206176750;
22/08/2019;1:00:00;21,5;22/08/2019;1:02:50;28,91666603088370;
22/08/2019;2:00:00;15,4;22/08/2019;2:02:49;31,00000000000000;
22/08/2019;3:00:00;16,7;22/08/2019;3:03:00;15,41666603088370;
22/08/2019;4:00:00;19,7;22/08/2019;4:03:00;19,83333206176750;
22/08/2019;5:00:00;24;22/08/2019;5:02:50;25,16666603088370;
22/08/2019;6:00:00;29,1;22/08/2019;6:02:50;31,00000000000000;
22/08/2019;7:00:00;26,5;22/08/2019;7:02:50;35,41666412353510;
22/08/2019;8:00:00;17,2;22/08/2019;8:02:50;29,83333396911620;
22/08/2019;9:00:00;15,7;22/08/2019;9:02:50;20,33333206176750;
22/08/2019;10:00:00;14,7;22/08/2019;10:02:50;15,50000000000000;
22/08/2019;11:00:00;19;22/08/2019;11:02:50;22,50000000000000;
22/08/2019;12:00:00;15,6;22/08/2019;12:02:50;24,58333206176750;
22/08/2019;13:00:00;14,2;22/08/2019;13:02:50;16,08333587646480;
22/08/2019;14:00:00;28,8;22/08/2019;14:02:50;15,41666698455810;
22/08/2019;15:00:00;22,1;22/08/2019;15:02:50;31,33333206176750;
22/08/2019;16:00:00;25,4;22/08/2019;16:02:50;22,58333206176750;
22/08/2019;17:00:00;31,7;22/08/2019;17:02:50;32,41666793823240;
22/08/2019;18:00:00;27,4;22/08/2019;18:02:50;35,08333587646480;
22/08/2019;19:00:00;27,2;22/08/2019;19:02:50;26,49999809265130;
22/08/2019;20:00:00;30;22/08/2019;20:02:50;30,33333206176750;
22/08/2019;21:00:00;32,4;22/08/2019;21:03:00;38,16666793823240;
22/08/2019;22:00:00;30,1;22/08/2019;22:02:51;37,16666793823240;
22/08/2019;23:00:00;25,2;22/08/2019;23:03:00;34,83333206176750;
23/08/2019;0:00:00;24,5;23/08/2019;0:02:51;28,58333396911620;
23/08/2019;1:00:00;24;23/08/2019;1:02:50;30,08333206176750;
23/08/2019;2:00:00;19,4;23/08/2019;2:02:50;35,66666412353510;
23/08/2019;3:00:00;17,3;23/08/2019;3:02:50;23,16666793823240;
23/08/2019;4:00:00;10,5;23/08/2019;4:03:00;18,91666793823240;
23/08/2019;5:00:00;15,9;23/08/2019;5:02:49;8,50000000000000;
23/08/2019;6:00:00;23,1;23/08/2019;6:02:49;15,91666698455810;
23/08/2019;7:00:00;18;23/08/2019;7:02:49;30,33333396911620;
23/08/2019;8:00:00;16,9;23/08/2019;8:02:49;19,41666603088370;
23/08/2019;9:00:00;19,7;23/08/2019;9:02:49;20,08333396911620;
23/08/2019;10:00:00;15,7;23/08/2019;10:02:49;20,16666603088370;
23/08/2019;11:00:00;16,4;23/08/2019;11:02:49;13,74999809265130;
23/08/2019;12:00:00;16,8;23/08/2019;12:02:49;16,25000000000000;
23/08/2019;13:00:00;17,9;23/08/2019;13:02:49;21,16666603088370;
23/08/2019;14:00:00;18,6;23/08/2019;14:02:49;20,25000000000000;
23/08/2019;15:00:00;23;23/08/2019;15:02:49;21,25000000000000;
23/08/2019;16:00:00;17,6;23/08/2019;16:02:49;31,41666603088370;
23/08/2019;17:00:00;9;23/08/2019;17:02:49;9,25000095367431;
23/08/2019;18:00:00;18,9;23/08/2019;18:02:49;6,66666746139526;
23/08/2019;19:00:00;22;23/08/2019;19:03:00;49,08333206176750;
23/08/2019;20:00:00;14,9;23/08/2019;20:02:50;22,16666603088370;
23/08/2019;21:00:00;15,2;23/08/2019;21:02:49;19,91666793823240;
23/08/2019;22:00:00;16;23/08/2019;22:03:00;15,08333206176750;
23/08/2019;23:00:00;15,2;23/08/2019;23:02:50;24,50000000000000;
24/08/2019;0:00:00;13,6;24/08/2019;0:03:00;21,08333396911620;
24/08/2019;1:00:00;13,4;24/08/2019;1:02:50;17,00000000000000;
24/08/2019;2:00:00;16;24/08/2019;2:02:49;15,91666603088370;
24/08/2019;3:00:00;15,4;24/08/2019;3:02:49;19,58333587646480;
24/08/2019;4:00:00;16,8;24/08/2019;4:03:00;20,50000000000000;
24/08/2019;5:00:00;22,2;24/08/2019;5:02:50;26,83333206176750;
24/08/2019;6:00:00;21,7;24/08/2019;6:03:00;28,74999809265130;
24/08/2019;7:00:00;20,1;24/08/2019;7:02:51;32,50000000000000;
24/08/2019;8:00:00;20,2;24/08/2019;8:02:50;29,41666603088370;
24/08/2019;9:00:00;20,4;24/08/2019;9:02:50;28,49999809265130;
24/08/2019;10:00:00;19,4;24/08/2019;10:02:50;33,41666793823240;
24/08/2019;11:00:00;14,7;24/08/2019;11:02:50;13,91666603088370;
24/08/2019;12:00:00;17,6;24/08/2019;12:02:50;18,83333206176750;
24/08/2019;13:00:00;16,1;24/08/2019;13:02:50;19,00000000000000;
24/08/2019;14:00:00;17,5;24/08/2019;14:02:50;17,75000000000000;
24/08/2019;15:00:00;17;24/08/2019;15:03:00;29,58333396911620;
24/08/2019;16:00:00;17,1;24/08/2019;16:02:51;20,91666793823240;
24/08/2019;17:00:00;18,8;24/08/2019;17:02:50;22,66666793823240;
24/08/2019;18:00:00;16,7;24/08/2019;18:02:50;16,25000000000000;
