Estacion AMB NORMAL;;;Sensor IOT (PROM);;;
Fecha;Hora;Valor;Fecha;Hora;Valor;
2/05/2019;20:00:00;28,3;2/05/2019;20:03:00;27,66666603088370;
2/05/2019;21:00:00;26,9;2/05/2019;21:02:50;31,66666412353510;
2/05/2019;22:00:00;18,7;2/05/2019;22:02:50;34,91666793823240;
2/05/2019;23:00:00;18,5;2/05/2019;23:02:50;34,58333206176750;
3/05/2019;0:00:00;24,6;3/05/2019;0:02:50;36,41666412353510;
3/05/2019;1:00:00;25;3/05/2019;1:02:50;37,91666412353510;
3/05/2019;2:00:00;24,9;3/05/2019;2:02:50;36,25000381469720;
3/05/2019;3:00:00;28,7;3/05/2019;3:02:50;29,83333396911620;
3/05/2019;4:00:00;28,9;3/05/2019;4:04:41;21,16666603088370;
3/05/2019;5:00:00;25,2;3/05/2019;5:02:50;17,00000000000000;
3/05/2019;6:00:00;27,6;3/05/2019;6:02:50;16,75000000000000;
3/05/2019;7:00:00;28,1;3/05/2019;7:02:50;21,08333396911620;
3/05/2019;8:00:00;29,2;3/05/2019;8:02:50;26,83333396911620;
3/05/2019;9:00:00;25,9;3/05/2019;9:02:51;31,83333206176750;
3/05/2019;10:00:00;24,6;3/05/2019;10:02:51;32,83333206176750;
3/05/2019;11:00:00;27,7;3/05/2019;11:02:51;29,75000000000000;
3/05/2019;12:00:00;24,8;3/05/2019;12:02:50;24,16666412353510;
3/05/2019;13:00:00;24,6;3/05/2019;13:02:50;24,50000190734860;
3/05/2019;14:00:00;25;3/05/2019;14:02:50;26,91666603088370;
3/05/2019;15:00:00;24,6;3/05/2019;15:03:01;27,83333206176750;
3/05/2019;16:00:00;25,7;3/05/2019;16:02:50;32,91666793823240;
3/05/2019;17:00:00;27,7;3/05/2019;17:02:51;33,16666793823240;
3/05/2019;18:00:00;29,5;3/05/2019;18:02:51;30,50000190734860;
3/05/2019;19:00:00;29,9;3/05/2019;19:02:51;32,58333587646480;
3/05/2019;20:00:00;29,3;3/05/2019;20:02:51;35,66666793823240;
3/05/2019;21:00:00;28,7;3/05/2019;21:03:03;35,25000000000000;
3/05/2019;22:00:00;28;3/05/2019;22:02:50;36,16666412353510;
3/05/2019;23:00:00;30,2;3/05/2019;23:02:51;40,33333206176750;
4/05/2019;0:00:00;28,2;4/05/2019;0:02:50;41,25000381469720;
4/05/2019;1:00:00;29,3;4/05/2019;1:03:01;39,58333206176750;
4/05/2019;2:00:00;28;4/05/2019;2:02:50;36,99999618530270;
4/05/2019;3:00:00;24,9;4/05/2019;3:02:50;35,66667175292960;
4/05/2019;4:00:00;27,9;4/05/2019;4:04:41;35,25000000000000;
4/05/2019;5:00:00;26,7;4/05/2019;5:02:50;32,50000000000000;
4/05/2019;6:00:00;24,8;4/05/2019;6:02:50;38,66666412353510;
4/05/2019;7:00:00;23,3;4/05/2019;7:02:50;28,08333396911620;
4/05/2019;8:00:00;22,5;4/05/2019;8:02:50;28,16666793823240;
4/05/2019;9:00:00;21,9;4/05/2019;9:02:50;29,33333396911620;
4/05/2019;10:00:00;23,6;4/05/2019;10:02:50;29,58333396911620;
4/05/2019;11:00:00;23,2;4/05/2019;11:02:50;27,99999809265130;
4/05/2019;12:00:00;17,3;4/05/2019;12:02:50;30,41666793823240;
4/05/2019;13:00:00;12,6;4/05/2019;13:02:50;33,41666793823240;
4/05/2019;14:00:00;12,6;4/05/2019;14:02:50;30,08333206176750;
4/05/2019;15:00:00;13,3;4/05/2019;15:02:50;31,66666603088370;
4/05/2019;16:00:00;15,6;4/05/2019;16:02:50;31,50000190734860;
4/05/2019;17:00:00;16,4;4/05/2019;17:02:50;30,33333396911620;
4/05/2019;18:00:00;17,1;4/05/2019;18:02:50;12,83333301544180;
4/05/2019;19:00:00;18;4/05/2019;19:02:50;12,49999904632560;
4/05/2019;20:00:00;15,9;4/05/2019;20:02:50;14,66666603088370;
4/05/2019;21:00:00;18,8;4/05/2019;21:02:50;23,16666603088370;
4/05/2019;22:00:00;22,7;4/05/2019;22:02:50;21,75000000000000;
4/05/2019;23:00:00;18,4;4/05/2019;23:02:50;22,00000000000000;
5/05/2019;0:00:00;18,7;5/05/2019;0:02:50;22,25000190734860;
5/05/2019;1:00:00;20,1;5/05/2019;1:02:50;19,25000000000000;
5/05/2019;2:00:00;19,4;5/05/2019;2:03:02;15,33333301544180;
5/05/2019;3:00:00;19,4;5/05/2019;3:02:50;13,33333396911620;
5/05/2019;4:00:00;17,6;5/05/2019;4:04:41;15,91666603088370;
5/05/2019;5:00:00;16,8;5/05/2019;5:02:49;16,74999809265130;
5/05/2019;6:00:00;16,7;5/05/2019;6:02:50;17,41666793823240;
5/05/2019;7:00:00;15,5;5/05/2019;7:03:01;11,66666698455810;
5/05/2019;8:00:00;19,6;5/05/2019;8:02:49;15,24999904632560;
5/05/2019;9:00:00;21,1;5/05/2019;9:02:50;17,08333396911620;
5/05/2019;10:00:00;21,1;5/05/2019;10:02:50;16,83333206176750;
5/05/2019;11:00:00;22,5;5/05/2019;11:02:50;17,83333396911620;
5/05/2019;12:00:00;20,4;5/05/2019;12:02:50;19,08333206176750;
5/05/2019;13:00:00;18,1;5/05/2019;13:02:50;17,08333396911620;
5/05/2019;14:00:00;16,1;5/05/2019;14:02:50;32,50000000000000;
5/05/2019;15:00:00;14,7;5/05/2019;15:02:50;32,75000000000000;
5/05/2019;16:00:00;14,4;5/05/2019;16:02:50;33,58333587646480;
5/05/2019;17:00:00;14,9;5/05/2019;17:02:50;28,08333396911620;
5/05/2019;18:00:00;15,6;5/05/2019;18:02:50;26,00000000000000;
5/05/2019;19:00:00;17,3;5/05/2019;19:02:50;20,66666603088370;
5/05/2019;20:00:00;18,1;5/05/2019;20:02:51;19,08333206176750;
5/05/2019;21:00:00;21,3;5/05/2019;21:02:50;20,49999809265130;
5/05/2019;22:00:00;21,2;5/05/2019;22:03:00;19,41666603088370;
5/05/2019;23:00:00;18,9;5/05/2019;23:02:50;22,24999809265130;
6/05/2019;0:00:00;14,4;6/05/2019;0:02:50;21,24999809265130;
6/05/2019;1:00:00;17,1;6/05/2019;1:02:51;21,08333587646480;
6/05/2019;2:00:00;15,8;6/05/2019;2:02:50;19,16666603088370;
6/05/2019;3:00:00;13,9;6/05/2019;3:02:50;19,91666603088370;
6/05/2019;4:00:00;14,9;6/05/2019;4:04:40;15,08333301544180;
6/05/2019;5:00:00;15,5;6/05/2019;5:02:50;12,83333301544180;
6/05/2019;6:00:00;20;6/05/2019;6:02:51;12,16666698455810;
6/05/2019;7:00:00;21,5;6/05/2019;7:02:51;10,08333301544180;
6/05/2019;8:00:00;29,4;6/05/2019;8:02:51;13,16666698455810;
6/05/2019;9:00:00;25,1;6/05/2019;9:02:50;14,08333206176750;
6/05/2019;10:00:00;22,3;6/05/2019;10:40:36;20,41666412353510;
6/05/2019;11:00:00;15,1;6/05/2019;11:02:50;21,91666793823240;
6/05/2019;12:00:00;17,4;6/05/2019;12:02:50;30,16666793823240;
6/05/2019;13:00:00;13,3;6/05/2019;13:02:50;23,66666603088370;
6/05/2019;14:00:00;14,5;6/05/2019;14:02:50;26,33333396911620;
6/05/2019;15:00:00;15,6;6/05/2019;15:02:50;29,58333396911620;
6/05/2019;16:00:00;17,9;6/05/2019;16:02:50;24,41666793823240;
6/05/2019;17:00:00;18,7;6/05/2019;17:02:50;18,16666603088370;
6/05/2019;18:00:00;19,3;6/05/2019;18:02:50;14,74999904632560;
6/05/2019;19:00:00;18,7;6/05/2019;19:02:50;16,16666793823240;
6/05/2019;20:00:00;18,2;6/05/2019;20:03:00;16,33333206176750;
6/05/2019;21:00:00;18,7;6/05/2019;21:02:50;19,5833320617675;
6/05/2019;22:00:00;19,9;6/05/2019;22:02:49;22,00000000000000;
6/05/2019;23:00:00;14,2;6/05/2019;23:02:50;25,33333396911620;
7/05/2019;0:00:00;19,5;7/05/2019;0:02:50;27,00000000000000;
7/05/2019;1:00:00;19,6;7/05/2019;1:03:01;24,08333587646480;
7/05/2019;2:00:00;16,8;7/05/2019;2:02:49;24,08333206176750;
7/05/2019;3:00:00;17,4;7/05/2019;3:02:50;25,00000190734860;
7/05/2019;4:00:00;14,3;7/05/2019;4:04:41;16,24999809265130;
7/05/2019;5:00:00;21;7/05/2019;5:02:49;18,83333206176750;
7/05/2019;6:00:00;21,5;7/05/2019;6:02:49;18,83333206176750;
7/05/2019;7:00:00;17,2;7/05/2019;7:02:49;23,50000190734860;
7/05/2019;8:00:00;19,3;7/05/2019;8:02:49;20,41666603088370;
7/05/2019;9:00:00;22,5;7/05/2019;9:02:49;17,50000000000000;
7/05/2019;10:00:00;23,3;7/05/2019;10:03:00;22,33333396911620;
7/05/2019;11:00:00;25,1;7/05/2019;11:02:49;27,66666603088370;
7/05/2019;12:00:00;17,9;7/05/2019;12:02:49;14,91666698455810;
7/05/2019;13:00:00;15,8;7/05/2019;13:02:49;16,50000000000000;
7/05/2019;14:00:00;14;7/05/2019;14:02:49;26,33333396911620;
7/05/2019;15:00:00;17,7;7/05/2019;15:02:49;32,91666793823240;
7/05/2019;16:00:00;19,8;7/05/2019;16:02:49;49,33333206176750;
7/05/2019;17:00:00;17,1;7/05/2019;17:02:49;15,99999904632560;
7/05/2019;18:00:00;15,3;7/05/2019;18:02:49;23,50000000000000;
7/05/2019;19:00:00;14,5;7/05/2019;19:02:49;19,25000000000000;
7/05/2019;20:00:00;16,1;7/05/2019;20:02:49;22,75000000000000;
7/05/2019;21:00:00;13,8;7/05/2019;21:02:49;26,41666793823240;
7/05/2019;22:00:00;13,3;7/05/2019;22:02:49;21,25000000000000;
7/05/2019;23:00:00;12,6;7/05/2019;23:02:50;18,50000000000000;
8/05/2019;0:00:00;15,4;8/05/2019;0:02:50;17,25000000000000;
8/05/2019;1:00:00;13,4;8/05/2019;1:02:50;21,41666603088370;
8/05/2019;2:00:00;13,5;8/05/2019;2:02:50;16,83333396911620;
8/05/2019;3:00:00;16;8/05/2019;3:03:00;14,16666603088370;
8/05/2019;4:00:00;13,2;8/05/2019;4:04:41;13,08333206176750;
8/05/2019;5:00:00;13,4;8/05/2019;5:02:51;11,66666603088370;
8/05/2019;6:00:00;13,1;8/05/2019;6:02:51;11,16666603088370;
8/05/2019;7:00:00;14,3;8/05/2019;7:02:51;13,50000000000000;
8/05/2019;8:00:00;14,9;8/05/2019;8:03:01;17,91666603088370;
8/05/2019;9:00:00;10,7;8/05/2019;9:02:51;18,83333396911620;
8/05/2019;10:00:00;10;8/05/2019;10:02:51;14,75000000000000;
8/05/2019;11:00:00;9,2;8/05/2019;11:02:51;13,83333301544180;
8/05/2019;12:00:00;9,4;8/05/2019;12:02:51;14,16666793823240;
8/05/2019;13:00:00;5,7;8/05/2019;13:02:51;15,83333206176750;
8/05/2019;14:00:00;6,9;8/05/2019;14:02:51;13,50000000000000;
8/05/2019;15:00:00;6,8;8/05/2019;15:02:51;10,74999904632560;
8/05/2019;16:00:00;6,1;8/05/2019;16:02:51;9,33333492279052;
8/05/2019;17:00:00;7,2;8/05/2019;17:02:51;10,50000000000000;
8/05/2019;18:00:00;12;8/05/2019;18:03:00;8,16666698455810;
8/05/2019;19:00:00;8,5;8/05/2019;19:02:51;6,49999952316284;
8/05/2019;20:00:00;6;8/05/2019;20:02:51;5,16666650772094;
8/05/2019;21:00:00;11,4;8/05/2019;21:02:51;3,58333325386047;
8/05/2019;22:00:00;12,2;8/05/2019;22:02:51;3,83333325386047;
8/05/2019;23:00:00;7,9;8/05/2019;23:02:51;18,66666793823240;
9/05/2019;0:00:00;8,5;9/05/2019;0:03:01;9,83333396911621;
9/05/2019;1:00:00;7,3;9/05/2019;1:02:51;2,41666674613952;
9/05/2019;2:00:00;9,6;9/05/2019;2:02:51;2,33333325386047;
9/05/2019;3:00:00;11,6;9/05/2019;3:02:51;6,50000000000000;
9/05/2019;4:00:00;13,7;9/05/2019;4:04:41;12,08333301544180;
9/05/2019;5:00:00;15,9;9/05/2019;5:02:51;10,58333396911620;
9/05/2019;6:00:00;12,9;9/05/2019;6:02:51;1,08333337306976;
9/05/2019;7:00:00;14,6;9/05/2019;7:02:51;2,91666698455810;
9/05/2019;8:00:00;19,4;9/05/2019;8:02:51;8,66666698455810;
9/05/2019;9:00:00;15,4;9/05/2019;9:02:51;38,91666793823240;
9/05/2019;10:00:00;14,1;9/05/2019;10:02:51;10,00000000000000;
9/05/2019;11:00:00;10,5;9/05/2019;11:02:51;18,99999809265130;
9/05/2019;12:00:00;8,3;9/05/2019;12:02:51;10,33333301544180;
9/05/2019;13:00:00;8;9/05/2019;13:03:01;16,91666603088370;
9/05/2019;14:00:00;6,7;9/05/2019;14:02:51;17,33333396911620;
9/05/2019;15:00:00;6,5;9/05/2019;15:02:51;13,25000000000000;
9/05/2019;16:00:00;6,2;9/05/2019;16:02:51;11,91666698455810;
9/05/2019;17:00:00;6,7;9/05/2019;17:02:51;7,50000047683715;
9/05/2019;18:00:00;7,1;9/05/2019;18:02:51;8,08333301544189;
9/05/2019;19:00:00;6;9/05/2019;19:02:51;3,75000023841857;
9/05/2019;20:00:00;6,9;9/05/2019;20:02:51;4,08333301544189;
9/05/2019;21:00:00;6,7;9/05/2019;21:02:51;3,49999976158142;
9/05/2019;22:00:00;7,4;9/05/2019;22:02:51;2,00000000000000;
9/05/2019;23:00:00;8,7;9/05/2019;23:02:51;8,50000000000000;
10/05/2019;0:00:00;8,5;10/05/2019;0:03:01;15,75000095367430;
10/05/2019;1:00:00;6,9;10/05/2019;1:29:00;14,58333206176750;
10/05/2019;2:00:00;5;10/05/2019;2:02:50;13,66666793823240;
10/05/2019;3:00:00;3,1;10/05/2019;3:05:38;10,08333301544180;
10/05/2019;4:00:00;3,1;10/05/2019;4:04:40;5,00000047683715;
10/05/2019;5:00:00;3,1;10/05/2019;5:02:50;9,83333301544189;
10/05/2019;6:00:00;4,7;10/05/2019;6:02:50;7,83333301544189;
10/05/2019;7:00:00;4,5;10/05/2019;7:03:00;8,91666698455810;
10/05/2019;8:00:00;8,2;10/05/2019;8:02:50;2,66666674613952;
10/05/2019;9:00:00;10,3;10/05/2019;9:02:50;0,66666662693024;
10/05/2019;10:00:00;11,1;10/05/2019;10:02:50;0,66666662693024;
10/05/2019;11:00:00;9,7;10/05/2019;11:02:50;0,00000000000000;
10/05/2019;12:00:00;4,9;10/05/2019;12:02:50;0,33333334326744;
10/05/2019;13:00:00;4,2;10/05/2019;13:02:50;2,08333325386047;
10/05/2019;14:00:00;4,1;10/05/2019;14:02:50;3,58333349227905;
10/05/2019;15:00:00;5,3;10/05/2019;15:02:50;6,91666698455810;
10/05/2019;16:00:00;5,3;10/05/2019;16:02:50;5,49999952316284;
10/05/2019;17:00:00;5,8;10/05/2019;17:02:50;0,99999988079071;
10/05/2019;18:00:00;7,2;10/05/2019;18:03:00;0,08333333581686;
10/05/2019;19:00:00;8,2;10/05/2019;19:02:50;0,00000000000000;
10/05/2019;20:00:00;6,1;10/05/2019;20:02:50;0,08333333581686;
10/05/2019;21:00:00;6,7;10/05/2019;21:02:50;0,33333334326744;
10/05/2019;22:00:00;5,6;10/05/2019;22:02:50;0,25000000000000;
10/05/2019;23:00:00;5,4;10/05/2019;23:02:50;1,91666662693023;
11/05/2019;0:00:00;9,4;11/05/2019;0:02:50;1,41666674613952;
11/05/2019;1:00:00;5,8;11/05/2019;1:02:50;0,16666667163372;
11/05/2019;2:00:00;4,2;11/05/2019;2:02:52;4,08333349227905;
11/05/2019;3:00:00;3,6;11/05/2019;3:02:51;0,58333331346512;
11/05/2019;4:00:00;2,6;11/05/2019;4:04:40;0,66666668653488;
11/05/2019;5:00:00;4,6;11/05/2019;5:02:49;8,83333301544189;
11/05/2019;6:00:00;6,7;11/05/2019;6:02:50;8,33333301544189;
11/05/2019;7:00:00;7,6;11/05/2019;7:02:50;2,66666674613952;
11/05/2019;8:00:00;6,4;11/05/2019;8:02:50;1,24999988079071;
11/05/2019;9:00:00;5,7;11/05/2019;9:02:50;0,08333333581686;
11/05/2019;10:00:00;7,3;11/05/2019;10:02:50;0,58333331346512;
11/05/2019;11:00:00;6,4;11/05/2019;11:02:50;1,41666650772094;
11/05/2019;12:00:00;6,8;11/05/2019;12:02:50;6,41666650772094;
11/05/2019;13:00:00;7,3;11/05/2019;13:02:50;8,41666603088378;
11/05/2019;14:00:00;6,6;11/05/2019;14:02:50;3,91666650772094;
11/05/2019;15:00:00;5,3;11/05/2019;15:02:50;4,00000000000000;
11/05/2019;16:00:00;5,2;11/05/2019;16:02:50;2,50000000000000;
11/05/2019;17:00:00;5,9;11/05/2019;17:02:50;1,74999988079071;
11/05/2019;18:00:00;6,3;11/05/2019;18:02:50;2,16666650772094;
11/05/2019;19:00:00;6,3;11/05/2019;19:02:50;5,49999952316284;
11/05/2019;20:00:00;4,4;11/05/2019;20:02:50;1,33333325386047;
11/05/2019;21:00:00;5,3;11/05/2019;21:02:50;1,08333325386047;
11/05/2019;22:00:00;5,7;11/05/2019;22:03:00;2,25000023841857;
11/05/2019;23:00:00;4,8;11/05/2019;23:02:49;2,08333349227905;
12/05/2019;0:00:00;4,7;12/05/2019;0:02:50;1,25000000000000;
12/05/2019;1:00:00;4,4;12/05/2019;1:02:50;1,99999988079071;
12/05/2019;2:00:00;3,8;12/05/2019;2:02:50;1,33333337306976;
12/05/2019;3:00:00;5,2;12/05/2019;3:02:50;1,91666662693023;
12/05/2019;4:00:00;12,5;12/05/2019;4:04:42;2,08333325386047;
12/05/2019;5:00:00;12,6;12/05/2019;5:02:49;1,58333325386047;
12/05/2019;6:00:00;12,9;12/05/2019;6:02:50;1,66666662693023;
12/05/2019;7:00:00;6,5;12/05/2019;7:02:50;1,00000000000000;
12/05/2019;8:00:00;7,1;12/05/2019;8:02:50;0,75000005960464;
12/05/2019;9:00:00;8,1;12/05/2019;9:02:50;10,00000000000000;
12/05/2019;10:00:00;8,6;12/05/2019;10:02:50;10,83333396911620;
12/05/2019;11:00:00;8,9;12/05/2019;11:02:50;8,75000000000000;
12/05/2019;12:00:00;9,8;12/05/2019;12:02:50;12,33333301544180;
12/05/2019;13:00:00;7,8;12/05/2019;13:02:50;6,00000000000000;
12/05/2019;14:00:00;6,9;12/05/2019;14:02:50;6,83333301544189;
12/05/2019;15:00:00;6;12/05/2019;15:03:01;5,00000047683715;
12/05/2019;16:00:00;4,9;12/05/2019;16:02:49;4,66666650772094;
12/05/2019;17:00:00;4,1;12/05/2019;17:02:50;9,91666698455810;
12/05/2019;18:00:00;4,6;12/05/2019;18:02:50;9,00000000000000;
12/05/2019;19:00:00;5,4;12/05/2019;19:02:50;5,25000000000000;
12/05/2019;20:00:00;5,6;12/05/2019;20:02:50;3,16666674613952;
12/05/2019;21:00:00;5,8;12/05/2019;21:02:50;2,16666674613952;
12/05/2019;22:00:00;5,4;12/05/2019;22:02:50;1,66666674613952;
12/05/2019;23:00:00;5,1;12/05/2019;23:02:50;1,08333337306976;
13/05/2019;0:00:00;5,3;13/05/2019;0:03:01;1,66666650772094;
13/05/2019;1:00:00;6,7;13/05/2019;1:02:49;2,91666674613952;
13/05/2019;2:00:00;5,9;13/05/2019;2:02:50;2,91666674613952;
13/05/2019;3:00:00;6,3;13/05/2019;3:02:50;2,75000023841857;
13/05/2019;4:00:00;6,6;13/05/2019;4:04:40;2,33333349227905;
13/05/2019;5:00:00;6,5;13/05/2019;5:02:50;1,50000011920928;
13/05/2019;6:00:00;7,4;13/05/2019;6:02:50;1,33333325386047;
13/05/2019;7:00:00;11,3;13/05/2019;7:02:49;0,83333331346512;
13/05/2019;8:00:00;10,7;13/05/2019;8:03:01;3,83333325386047;
13/05/2019;9:00:00;6,5;13/05/2019;9:02:49;4,41666650772094;
13/05/2019;10:00:00;5,6;13/05/2019;10:02:49;4,58333301544189;
13/05/2019;11:00:00;5,9;13/05/2019;11:02:49;4,16666650772094;
13/05/2019;12:00:00;5,6;13/05/2019;12:02:49;4,33333301544189;
13/05/2019;13:00:00;5,7;13/05/2019;13:02:49;7,33333396911621;
13/05/2019;14:00:00;5,5;13/05/2019;14:02:49;4,33333301544189;
13/05/2019;15:00:00;6,9;13/05/2019;15:02:49;1,74999988079071;
13/05/2019;16:00:00;7;13/05/2019;16:02:49;36,25000000000000;
13/05/2019;17:00:00;6,1;13/05/2019;17:02:49;3,33333325386047;
13/05/2019;18:00:00;5,6;13/05/2019;18:02:49;2,16666674613952;
13/05/2019;20:00:00;7,8;13/05/2019;20:03:01;4,25000000000000;
13/05/2019;21:00:00;8,3;13/05/2019;21:02:49;6,66666698455810;
13/05/2019;22:00:00;7,4;13/05/2019;22:02:49;4,08333301544189;
13/05/2019;23:00:00;8,7;13/05/2019;23:26:48;1,49999988079071;
14/05/2019;0:00:00;6,6;14/05/2019;0:02:52;6,41666650772094;
14/05/2019;1:00:00;4,6;14/05/2019;1:02:52;8,99999904632568;
14/05/2019;2:00:00;3,8;14/05/2019;2:02:52;10,25000000000000;
14/05/2019;3:00:00;4,3;14/05/2019;3:02:51;8,00000000000000;
14/05/2019;4:00:00;6;14/05/2019;4:04:40;9,08333301544189;
14/05/2019;5:00:00;9,1;14/05/2019;5:02:50;4,91666650772094;
14/05/2019;6:00:00;10,2;14/05/2019;6:02:50;5,83333253860473;
14/05/2019;7:00:00;14,4;14/05/2019;7:02:50;2,91666650772094;
14/05/2019;8:00:00;23,5;14/05/2019;8:02:50;2,83333325386047;
14/05/2019;9:00:00;24;14/05/2019;9:02:50;8,41666603088378;
14/05/2019;10:00:00;22,2;14/05/2019;10:02:50;8,83333301544189;
14/05/2019;11:00:00;13,7;14/05/2019;11:03:00;10,41666793823240;
14/05/2019;12:00:00;10,4;14/05/2019;12:02:50;15,91666603088370;
14/05/2019;13:00:00;10,5;14/05/2019;13:02:50;30,33333015441890;
14/05/2019;14:00:00;10,2;14/05/2019;14:02:50;27,16666793823240;
14/05/2019;15:00:00;10,4;14/05/2019;15:02:50;36,83333206176750;
14/05/2019;16:00:00;10,5;14/05/2019;16:02:50;23,41666793823240;
14/05/2019;17:00:00;9,5;14/05/2019;17:02:50;12,25000000000000;
14/05/2019;18:00:00;9,2;14/05/2019;18:02:50;10,33333301544180;
14/05/2019;19:00:00;8,3;14/05/2019;19:03:00;6,75000000000000;
14/05/2019;20:00:00;7,7;14/05/2019;20:02:50;9,74999904632568;
14/05/2019;21:00:00;6,1;14/05/2019;21:02:50;11,33333206176750;
14/05/2019;22:00:00;6,9;14/05/2019;22:02:52;6,66666698455810;
14/05/2019;23:00:00;7,6;14/05/2019;23:02:52;7,83333349227905;
15/05/2019;0:00:00;8,1;15/05/2019;0:02:52;6,91666698455810;
15/05/2019;1:00:00;4,8;15/05/2019;1:02:52;4,66666650772094;
15/05/2019;2:00:00;3,4;15/05/2019;2:02:52;2,66666674613952;
15/05/2019;3:00:00;4,3;15/05/2019;3:02:51;2,66666674613952;
15/05/2019;4:00:00;7,3;15/05/2019;4:04:41;0,91666668653488;
15/05/2019;5:00:00;7,2;15/05/2019;5:02:50;0,58333331346512;
15/05/2019;6:00:00;10,8;15/05/2019;6:02:50;3,74999976158142;
15/05/2019;7:00:00;14,7;15/05/2019;7:03:00;1,08333325386047;
15/05/2019;8:00:00;18,2;15/05/2019;8:02:50;0,66666668653488;
15/05/2019;9:00:00;14;15/05/2019;9:02:50;2,08333325386047;
15/05/2019;10:00:00;7,6;15/05/2019;10:02:50;9,00000000000000;
15/05/2019;11:00:00;6;15/05/2019;11:02:50;5,66666603088378;
15/05/2019;12:00:00;6,6;15/05/2019;12:03:00;5,41666650772094;
15/05/2019;13:00:00;6,3;15/05/2019;13:02:50;16,58333396911620;
15/05/2019;14:00:00;6,8;15/05/2019;14:02:50;24,58333396911620;
15/05/2019;15:00:00;7,1;15/05/2019;15:02:50;4,66666698455810;
15/05/2019;16:00:00;8,1;15/05/2019;16:02:50;1,58333337306976;
15/05/2019;17:00:00;8,3;15/05/2019;17:02:50;5,41666650772094;
15/05/2019;18:00:00;7,7;15/05/2019;18:02:50;3,75000000000000;
15/05/2019;19:00:00;7,8;15/05/2019;19:03:00;4,58333349227905;
15/05/2019;20:00:00;8,2;15/05/2019;20:02:50;5,25000000000000;
15/05/2019;21:00:00;9;15/05/2019;21:02:50;7,08333349227905;
15/05/2019;22:00:00;8,5;15/05/2019;22:02:50;2,58333373069763;
15/05/2019;23:00:00;6,9;15/05/2019;23:03:00;3,58333325386047;
16/05/2019;0:00:00;8,6;16/05/2019;0:02:50;3,75000000000000;
16/05/2019;1:00:00;7,4;16/05/2019;1:02:50;5,58333253860473;
16/05/2019;2:00:00;6,2;16/05/2019;2:02:50;7,91666650772094;
16/05/2019;3:00:00;6,6;16/05/2019;3:02:50;8,16666603088378;
16/05/2019;4:00:00;8,4;16/05/2019;4:03:12;6,25000047683715;
16/05/2019;5:00:00;7,7;16/05/2019;5:02:49;7,83333396911621;
16/05/2019;6:00:00;10,8;16/05/2019;6:02:50;6,00000047683715;
16/05/2019;7:00:00;13,1;16/05/2019;7:02:50;2,33333325386047;
16/05/2019;8:00:00;14,6;16/05/2019;8:02:50;2,66666674613952;
16/05/2019;9:00:00;17,7;16/05/2019;9:03:01;3,58333325386047;
16/05/2019;10:00:00;14,7;16/05/2019;10:02:49;5,00000000000000;
16/05/2019;11:00:00;10,8;16/05/2019;11:02:50;5,25000000000000;
16/05/2019;12:00:00;9,8;16/05/2019;12:02:50;5,66666650772094;
16/05/2019;13:00:00;8,5;16/05/2019;13:03:01;8,50000000000000;
16/05/2019;14:00:00;8,1;16/05/2019;14:03:01;12,16666698455810;
16/05/2019;15:00:00;7,3;16/05/2019;15:02:50;15,08333206176750;
16/05/2019;16:00:00;8;16/05/2019;16:02:50;9,58333396911621;
16/05/2019;17:00:00;8,1;16/05/2019;17:03:01;8,33333301544189;
16/05/2019;18:00:00;10,5;16/05/2019;18:02:49;7,41666650772094;
16/05/2019;19:00:00;8,9;16/05/2019;19:02:50;6,50000000000000;
16/05/2019;20:00:00;8,5;16/05/2019;20:02:50;4,16666698455810;
16/05/2019;21:00:00;7,6;16/05/2019;21:02:50;3,83333301544189;
16/05/2019;22:00:00;8,1;16/05/2019;22:02:50;4,74999952316284;
16/05/2019;23:00:00;9,7;16/05/2019;23:02:50;6,50000000000000;
17/05/2019;0:00:00;9,7;17/05/2019;0:02:50;8,16666603088378;
17/05/2019;1:00:00;10,4;17/05/2019;1:02:50;6,91666746139526;
17/05/2019;2:00:00;9,1;17/05/2019;2:02:50;5,33333349227905;
17/05/2019;3:00:00;7;17/05/2019;3:02:50;8,08333301544189;
17/05/2019;4:00:00;2,2;17/05/2019;4:04:40;5,16666650772094;
17/05/2019;5:00:00;3,2;17/05/2019;5:02:50;5,58333396911621;
17/05/2019;6:00:00;5,4;17/05/2019;6:02:50;5,00000000000000;
17/05/2019;7:00:00;6,1;17/05/2019;7:02:50;3,83333325386047;
17/05/2019;8:00:00;7;17/05/2019;8:02:50;5,41666650772094;
17/05/2019;9:00:00;7,7;17/05/2019;9:02:50;1,16666674613952;
17/05/2019;10:00:00;7,3;17/05/2019;10:02:50;0,08333333581686;
17/05/2019;11:00:00;7;17/05/2019;11:02:50;0,00000000000000;
17/05/2019;12:00:00;7;17/05/2019;12:02:50;1,16666674613952;
17/05/2019;13:00:00;5;17/05/2019;13:02:50;3,00000000000000;
17/05/2019;14:00:00;4,7;17/05/2019;14:02:50;6,49999952316284;
17/05/2019;15:00:00;6,1;17/05/2019;15:02:50;12,83333301544180;
17/05/2019;16:00:00;6,7;17/05/2019;16:02:50;4,33333349227905;
17/05/2019;17:00:00;7,8;17/05/2019;17:02:50;2,50000000000000;
17/05/2019;18:00:00;7,9;17/05/2019;18:02:51;1,16666662693023;
