Fecha;Hora;Valor
12/04/2019;21:02:48;42,83333588
12/04/2019;22:02:48;40,41666794
12/04/2019;23:02:48;43,99999619
13/04/2019;0:02:48;37,41666794
13/04/2019;1:02:48;35,91666412
13/04/2019;2:02:48;32
13/04/2019;3:02:48;34,08333206
13/04/2019;4:04:40;33,91666794
13/04/2019;5:02:49;27,00000381
13/04/2019;6:02:49;26,16666794
13/04/2019;7:02:49;26,08333206
13/04/2019;8:02:49;27,33333588
13/04/2019;9:02:49;32,83333588
13/04/2019;10:02:49;29,66666794
13/04/2019;11:02:49;33,5
13/04/2019;12:02:49;33,33333206
13/04/2019;13:02:49;40,66666794
13/04/2019;14:02:49;42,16666412
13/04/2019;15:02:49;36,74999619
13/04/2019;16:02:49;31,08333397
13/04/2019;18:03:00;36,50000381
13/04/2019;19:02:49;40,16666412
13/04/2019;20:02:49;36,24999619
13/04/2019;21:02:56;40,66666412
13/04/2019;22:02:59;39,33333206
13/04/2019;23:02:50;27,33333397
14/04/2019;0:30:43;10,83333397
14/04/2019;1:02:50;15,49999905
14/04/2019;2:03:05;13,33333302
14/04/2019;3:03:01;18,58333397
14/04/2019;4:04:47;20,41666794
14/04/2019;5:03:00;21,66666794
14/04/2019;6:02:58;21,50000191
14/04/2019;7:03:00;20,66666794
14/04/2019;8:02:58;21,25
14/04/2019;9:03:01;23,58333588
14/04/2019;10:03:11;27,08333206
14/04/2019;11:03:00;27
14/04/2019;12:02:59;29,16666603
14/04/2019;13:02:55;34,41666794
14/04/2019;14:02:59;34,66666794
14/04/2019;15:03:00;31,08333588
14/04/2019;16:02:51;29,16666603
14/04/2019;17:02:50;28,33333206
14/04/2019;18:02:50;27,91666603
15/04/2019;2:06:50;28,91666603
15/04/2019;4:04:42;23,08333206
15/04/2019;21:04:32;24,50000191
15/04/2019;22:02:50;24,5
16/04/2019;0:18:12;26,08333206
16/04/2019;1:04:29;23,91666603
16/04/2019;2:02:50;32,5
16/04/2019;3:25:46;28,16666603
16/04/2019;4:04:40;26,58333206
16/04/2019;5:02:50;25,08333397
16/04/2019;6:02:50;26,08333397
16/04/2019;7:03:00;21,41666794
16/04/2019;8:02:50;20,16666603
16/04/2019;9:02:50;21,66666794
16/04/2019;10:02:50;21,33333015
16/04/2019;11:02:50;22,83333397
16/04/2019;12:02:50;27,66666603
16/04/2019;13:02:50;26,00000191
16/04/2019;15:04:45;23,74999809
16/04/2019;16:02:49;24
16/04/2019;17:02:50;19,75
16/04/2019;18:03:10;18,58333397
16/04/2019;19:02:50;16,08333397
16/04/2019;20:02:50;18,25
16/04/2019;21:02:50;19,83333206
